,Date and time (UTC),Air Temperature (ºC),Market Price (EUR),Total electricity consumption (Wh),Pmpp FranceWatts panel (Wh)
12514,2017-04-01 17:00:00+00:00,14.752333333333333,38.7,8796.833333333332,10.885083333333332
12515,2017-04-01 17:30:00+00:00,14.328666666666665,38.7,8312.999999999998,3.8829999999999996
12516,2017-04-01 18:00:00+00:00,13.498000000000003,39.54,8923.166666666666,0.0
12517,2017-04-01 18:30:00+00:00,12.921666666666667,39.54,8722.666666666664,0.0
12518,2017-04-01 19:00:00+00:00,12.144333333333334,35.19,9535.833333333334,0.0
12519,2017-04-01 19:30:00+00:00,11.495666666666667,35.19,8484.333333333332,0.0
12520,2017-04-01 20:00:00+00:00,11.258333333333333,34.45,8733.5,0.0
12521,2017-04-01 20:30:00+00:00,11.180666666666667,34.45,9506.916666666666,0.0
12522,2017-04-01 21:00:00+00:00,11.068333333333333,31.86,8683.916666666666,0.0
12523,2017-04-01 21:30:00+00:00,10.985,31.86,9475.0,0.0
12524,2017-04-01 22:00:00+00:00,11.039666666666667,32.92,9492.333333333332,0.0
12525,2017-04-01 22:30:00+00:00,10.842,32.92,9743.416666666666,0.0
12526,2017-04-01 23:00:00+00:00,10.598333333333334,27.5,9365.583333333334,0.0
12527,2017-04-01 23:30:00+00:00,10.533666666666667,27.5,9400.0,0.0
12528,2017-04-02 00:00:00+00:00,10.241333333333332,26.77,9274.5,0.0
12529,2017-04-02 00:30:00+00:00,10.040999999999999,26.77,9237.75,0.0
12530,2017-04-02 01:00:00+00:00,9.752333333333334,26.67,9462.333333333332,0.0
12531,2017-04-02 01:30:00+00:00,9.433666666666667,26.67,9933.583333333334,0.0
12532,2017-04-02 02:00:00+00:00,9.143333333333333,26.49,9431.416666666666,0.0
12533,2017-04-02 02:30:00+00:00,8.912333333333335,26.49,9985.416666666664,0.0
12534,2017-04-02 03:00:00+00:00,8.579,26.42,9842.666666666666,0.0
12535,2017-04-02 03:30:00+00:00,8.193,26.42,9728.75,0.0
12536,2017-04-02 04:00:00+00:00,7.574000000000001,26.65,10653.416666666666,0.0
12537,2017-04-02 04:30:00+00:00,7.273333333333333,26.65,11356.833333333334,0.0
12538,2017-04-02 05:00:00+00:00,7.025333333333333,27.14,11988.916666666666,0.09308333333333334
12539,2017-04-02 05:30:00+00:00,7.131,27.14,12231.666666666666,1.2114999999999998
12540,2017-04-02 06:00:00+00:00,7.435,29.06,11851.999999999998,3.8497499999999993
12541,2017-04-02 06:30:00+00:00,7.933666666666666,29.06,11912.833333333332,8.179499999999999
12542,2017-04-02 07:00:00+00:00,8.649666666666667,29.56,12409.833333333334,14.628916666666665
12543,2017-04-02 07:30:00+00:00,9.380666666666668,29.56,13314.083333333334,24.793083333333332
12544,2017-04-02 08:00:00+00:00,10.560333333333332,28.54,11780.0,29.183
12545,2017-04-02 08:30:00+00:00,11.256666666666666,28.54,11365.25,37.11733333333333
12546,2017-04-02 09:00:00+00:00,12.274999999999999,28.2,10860.916666666668,74.821
12547,2017-04-02 09:30:00+00:00,13.244333333333332,28.2,10959.583333333332,87.79566666666665
12548,2017-04-02 10:00:00+00:00,14.263333333333334,27.45,10392.416666666666,90.08733333333333
12549,2017-04-02 10:30:00+00:00,14.850666666666669,27.45,10275.416666666666,95.83908333333333
